WHO	TYPE	SUBTYPE	REAL PROBLEM	PT	AUTHORS	TITLE	SOURCE	YEAR	ABSTRACT
PABLO	GA		NO	B	Zaloudek, Ludek; Sekanina, Lukas; Simek, Vaclav	GPU Accelerators for Evolvable Cellular Automata	2009 COMPUTATION WORLD: FUTURE COMPUTING, SERVICE COMPUTATION, COGNITIVE, ADAPTIVE, CONTENT, PATTERNS	2009	In order to design cellular automata rules by means of evolutionary algorithms, high computational demands need to be met. This problem may be partially solved by parallelization. Since parallel supercomputers and server clusters are expensive and often overburdened, this paper proposes the evolution of cellular automata rules on small and inexpensive graphic processing units. The main objective of this paper is not to evolve any actual cellular automata but to demonstrate that evolution of cellular automata rules can be accelerated significantly using graphics processing units. Several methods of speeding-up the evolution of cellular automata rules are proposed, evaluated and compared, some with very good results.
PABLO	GA		NO	S	Maitre, Ogier; Lachiche, Nicolas; Clauss, Philippe; Baumes, Laurent; Corma, Avelino; Collet, Pierre	Efficient Parallel Implementation of Evolutionary Algorithms on GPGPU Cards	EURO-PAR 2009: PARALLEL PROCESSING, PROCEEDINGS	2009	"A parallel solution to the implementation of evolutionary algorithms is proposed; where the most; costly part of the whole evolutionary algorithm computations (the population evaluation), is deported to a GPGPU card. Experiments are presented for two benchmark examples on two models of GPGPU cards: first a ""toy"" problem is used to illustrate some noticable behaviour characteristics before a real problem is tested out. Results show a speed-up of up to 100 times compared to an execution on a standard micro-processor. To our knowledge; this solution is the first showing such an efficiency with GPGPU cards. Finally, the EASEA language and its compiler are also extended to allow users to easily specify and generate efficient parallel implementations of evolutionay algorithms using GPGPU cards."
PABLO	GA		NO	S	Wong, Man Leung; Wong, Tien Tsin	Implementation of Parallel Genetic Algorithms on Graphics Processing Units	INTELLIGENT AND EVOLUTIONARY SYSTEMS	2009	In this paper, we propose to parallelize a Hybrid Genetic Algorithm (HGA) on Graphics Processing Units (GPUs) which are available and installed on ubiquitous personal computers. HGA extends the classical genetic algorithm by incorporating the Cauchy mutation operator from evolutionary programming. In our parallel HGA, all steps except the random number generation procedure are performed in GPU and thus our parallel HGA can be executed effectively and efficiently. We suggest and develop the novel pseudo-deterministic selection method which is comparable to the traditional global selection approach with significant execution time performance advantages. We perform experiments to compare our parallel HGA with our previous parallel FEP (Fast Evolutionary programming) and demonstrate that the former is much more effective and efficient than the latter. The parallel and sequential implementations of HGA are compared in a number of experiments, it is observed that the former outperforms the latter significantly. The effectiveness and efficiency of the pseudo-deterministic selection method is also studied.
PABLO	GA		YES	J	Nie, Dong-Hu; Han, Kyu-Phil; Lee, Heng-Suk	GPU-based Stereo Matching Algorithm with the Strategy of Population-based Incremental Learning	Journal of Information Processing Systems	2009	To solve the general problems surrounding the application of genetic algorithms in stereo matching, two measures are proposed. Firstly, the strategy of simplified population-based incremental learning (PBIL) is adopted to reduce the problems with memory consumption and search inefficiency， and a scheme for controlling the distance of neighbors for disparity smoothness is inserted to obtain a wide-area consistency of disparities. In addition, an alternative version of the proposed algorithm, without the use of a probability vector, is also presented for simpler set-ups. Secondly, programmable graphics-hardware (GPU) consists of multiple multi-processors and has a powerful parallelism which can perform operations in parallel at low cost. Therefore, in order to decrease the running time further, a model of the proposed algorithm, which can be run on programmable graphics-hardware (GPU), is presented for the first time. The algorithms are implemented on the CPU as well as on the GPU and are evaluated by experiments. The experimental results show that the proposed algorithm offers better performance than traditional BMA methods with a deliberate relaxation and its modified version in terms of both running speed and stability. The comparison of computation times for the algorithm both on the GPU and the CPU shows that the former has more speed-up than the latter, the bigger the image size is.
PABLO	GA		NO	J	LI Jianming; CHI Zhongxian; WAN Danling	Parallel genetic algorithm based on fine-grained model with GPU-accelerated	Control and Decision	2008	An algorithm based on GPU(graphics processing unit) acceleration fine-grained parallel genetic algorithm(PGA) is proposed to improve the performance of genetic algorithm for application to large-scale problems and multivariable solutions. The process of parallel genetic algorithms is converted into that of texture-rendering based on GPU, which maks PGA greatly accelerated in it. The experimental results show that the algorithm inhibits the phenomenon of premature efficiently, increases the particle population in the PGA, speeds up its running and provides ordinary user with a feasible PGA solution.
PABLO	GA		YES	B	Franke, Tobias; Jung, Yvonne	Real-time mixed reality with GPU techniques	GRAPP 2008: PROCEEDINGS OF THE THIRD INTERNATIONAL CONFERENCE ON COMPUTER GRAPHICS THEORY AND APPLICATIONS	2008	In this paper, we propose a combination of modem GPU-based methods that are able to generate high-quality, interactive real-time rendering for augmented and mixed reality applications. We also present a new approach to estimate surface reflection functions and materials from images using genetic algorithms.
PABLO	GA		NO	B	Li, Jian-Ming; Wang, Xiao-Jing; He, Rong-Sheng; Chi, Zhong-Xian	An efficient fine-grained parallel genetic algorithm based on GPU-accelerated	2007 IFIP INTERNATIONAL CONFERENCE ON NETWORK AND PARALLEL COMPUTING WORKSHOPS, PROCEEDINGS	2007	Fine-grained parallel genetic algorithm (FGPGA), though a popular and robust strategy for solving complicated optimization problems, is sometimes inconvenient to use as its population size is restricted by heavy data communication and the parallel computers are relatively difficult to use, manage, maintain and may not be accessible to most researchers. In this paper, we propose a FGPGA method based on GPU-acceleration, which maps parallel GA algorithm to texture-rendering on consumer-level graphics cards. The analytical results demonstrate that the proposed method increases the population size, speeds up its execution and provides ordinary users with a feasible FGPGA solution.
PABLO	GA		NO	B	Wong, Man-Leung; Wong, Tien-Tsin	Parallel hybrid genetic algorithms on consumer-level graphics hardware	2006 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION, VOLS 1-6	2006	In this paper, we report a parallel Hybrid Genetic Algorithm (HGA) on consumer-level graphics cards. HGA extends the classical genetic algorithm by incorporating the Cauchy mutation operator from evolutionary programming. In our parallel HGA, all steps except the random number generation procedure are performed in Graphics Processing Unit (GPU) and thus our parallel HGA can be executed effectively and efficiently. We propose the pseudo-deterministic selection method which is comparable to the traditional global selection approach with significant execution time performance advantages. We perform experiments to compare our parallel HGA with our previous parallel FEP (Fast Evolutionary programming) and demonstrate that the former is much more effective and efficient than the latter. The parallel and sequential implementations of HGA are compared in a number of experiments, it is observed that the former outperforms the latter significantly. The effectiveness and efficiency of the pseudodeterministic selection method is also studied.
PABLO	GA		YES	B	Kaul, Karsten; Bohn, Christian-A.	A Genetic Texture Packing Algorithm on a Graphical Processing Unit	9TH INTERNATIONAL CONFERENCE ON COMPUTER GRAPHICS AND ARTIFICIAL INTELLIGENCE	2006	"Interactively modeled virtual scenes usually contain hundreds of single separate textures. A common task to prepare these scenes for real-time rendering is to compile the set of many textures into one large texture which is better suited to be handled by modern graphics hardware.We present an approach for accomplishing the above task automatically. First, a patchwork of near-optimal compactness is calculated through a genetic algorithm (GA), second - since ""GA are slow"" - we implement the genetic algorithm on a CPU and show that it easily outperforms a standard CPU implementation."
PABLO	GA		NO	B	Luo, ZW; Yang, ZP; Liu, HZ; Lv, WX	GA computation of 3-SAT problem on graphic process unit	Progress in Intelligence Computation & Applications	2005	3-SAT problem is an NP-hard problem. Using genetic algorithm can make it easy to solve, but usually still need high performance computing. Recently, with the rapid development on graphics processing unit (GPLT), it opens another possibility to do high performance computing. In this paper, we explore how commodity available graphics card can be applied to soft computing problems, such as genetic algorithm. We develop a GA program based on graphic hardware to solve MAT problem. Using this program, we show that GPU can be used as a general purpose processor. Comparing the speed of our graphics hardware implementations to standard CPU implementations, we demonstrate performance improvements possibility. We also give some possibility to improve the efficiency. Based on our results and current trends in the development of GPU, we believe that graphics hardware will widely used in general purpose computing, and there will be more progress in the use of graphic hardware to the area of soft computing. As a hardware speedup method, commodity hardware will become increasingly important to high-performance computing.
PABLO	GA		YES	S	Withayachumnankul, W; Laksanapanai, B; Pintavirooj, C	Hardware-accelerated objective function evaluation for medical image registration	TENCON 2004 - 2004 IEEE REGION 10 CONFERENCE, VOLS A-D, PROCEEDINGS: ANALOG AND DIGITAL TECHNIQUES IN ELECTRICAL ENGINEERING	2004	Generally, image registration using genetic algorithm is a time-consuming process since the algorithm needs to evaluate the objective function several hundred times depending on the vastness of search space. The situation appears worse if the registration is intensity-based due to the interpolation loops prior to each objective function. However, with the availability of modern graphic processing unit (GPU) one can take an advantage from interpolating division normally used to interpolate the texels for 2D-texture mapping. Issued via OpenGL API, the image interpolation requires half time less than it ever does without losing of accuracy.
GUSTAVO	ES		no	S	Brandejsky, Tomas	SUDGESTION FOR EVOLUTIONARY STRATEGY IMPLEMENTATION IN CUDA	16TH INTERNATIONAL CONFERENCE ON SOFT COMPUTING MENDEL 2010	2010	Nowadays, there exist cheap source of significant computation power - GPGPU (General Purpose computation on Graphics Processing Unit). Unfortunately, many implementations of GAs (Genetic Algorithms) and Evolutionary Strategies on GPGPUs Allow implementations on general purpose CPUs and they are not so efficient as they might be. The paper discusses differences between standard CPUs, parallel systems based on CPUs (e.g. multi-kernel CPUs) and GPGPUs. Then, the main approaches to GPGPU programming are studied and novel implementation of Evolutionary Strategy is presented.
JJ	GP		YES	J	da Silva, Cleomar Pereira; Dias, Douglas Mota; Bentes, Cristiana; Cavalcanti Pacheco, Marco Aurelio	Use of graphics processing units for automatic synthesis of programs	COMPUTERS & ELECTRICAL ENGINEERING	2015	Genetic programming (GP) is an evolutionary method that allows computers to solve problems automatically. However, the computational power required for the evaluation of billions of programs imposes a serious limitation on the problem size. This work focuses on accelerating GP to support the synthesis of large problems. This is done by completely exploiting the highly parallel environment of graphics processing units (GPUs). Here, we propose a new quantum-inspired linear GP approach that implements all the GP steps in the GPU and provides the following: (1) significant performance improvements in the GP steps, (2) elimination of the overhead of copying the fitness results from the GPU to the CPU, and (3) incorporation of a new selection mechanism-to recognize the programs with the best evaluations. The proposed approach outperforms the previous approach for large-scale synthetic and real-world problems. Further, it provides a remarkable speedup over the CPU execution. (C) 2015 Elsevier Ltd. All rights reserved.
JJ	GP		YES	J	Cano, Alberto; Zafra, Amelia; Ventura, Sebastian	Speeding up multiple instance learning classification rules on GPUs	KNOWLEDGE AND INFORMATION SYSTEMS	2015	Multiple instance learning is a challenging task in supervised learning and data mining. However, algorithm performance becomes slow when learning from large-scale and high-dimensional data sets. Graphics processing units (GPUs) are being used for reducing computing time of algorithms. This paper presents an implementation of the G3P-MI algorithm on GPUs for solving multiple instance problems using classification rules. The GPU model proposed is distributable to multiple GPUs, seeking for its scalability across large-scale and high-dimensional data sets. The proposal is compared to the multi-threaded CPU algorithm with streaming SIMD extensions parallelism over a series of data sets. Experimental results report that the computation time can be significantly reduced and its scalability improved. Specifically, an speedup of up to 149 can be achieved over the multi-threaded CPU algorithm when using four GPUs, and the rules interpreter achieves great efficiency and runs over 108 billion genetic programming operations per second.
JJ	GP		YES	J	da Silva, Cleomar Pereira; Dias, Douglas Mota; Bentes, Cristiana; Cavalcanti Pacheco, Marco Aurelio; Cupertino, Leandro Fontoura	Evolving GPU Machine Code	JOURNAL OF MACHINE LEARNING RESEARCH	2015	Parallel Graphics Processing Unit (GPU) implementations of GP have appeared in the literature using three main methodologies: (i) compilation, which generates the individuals in GPU code and requires compilation; (ii) pseudo-assembly, which generates the individuals in an intermediary assembly code and also requires compilation; and (iii) interpretation, which interprets the codes. This paper proposes a new methodology that uses the concepts of quantum computing and directly handles the GPU machine code instructions. Our methodology utilizes a probabilistic representation of an individual to improve the global search capability. In addition, the evolution in machine code eliminates both the overhead of compiling the code and the cost of parsing the program during evaluation. We obtained up to 2.74 trillion GP operations per second for the 20-bit Boolean Multiplexer benchmark. We also compared our approach with the other three GPU-based acceleration methodologies implemented for quantum-inspired linear GP. Significant gains in performance were obtained.
JJ	GP		YES	S	Langdon, William B.; Lam, Brian Yee Hong; Petke, Justyna; Harman, Mark	Improving CUDA DNA Analysis Software with Genetic Programming	GECCO'15: PROCEEDINGS OF THE 2015 GENETIC AND EVOLUTIONARY COMPUTATION CONFERENCE	2015	We genetically improve BarraCUDA using a BNF grammar incorporating C scoping rules with GP. Barracuda maps next generation DNA sequences to the human genome using the Burrows-Wheeler algorithm (BWA) on nVidia Tesla parallel graphics hardware (GPUs). GI using phenotypic tabu search with manually grown code can graft new features giving more than 100 fold speed up on a performance critical kernel without loss of accuracy.
JJ	GP		YES	S	Ha, Sungjoo; Moon, Byung-Ro	Fast Knowledge Discovery in Time Series with GPGPU on Genetic Programming	GECCO'15: PROCEEDINGS OF THE 2015 GENETIC AND EVOLUTIONARY COMPUTATION CONFERENCE	2015	We tackle the problem of knowledge discovery in time series data using genetic programming and GPGPUs. Using genetic programming, various precursor patterns that have certain attractive qualities are evolved to predict the events of interest. Unfortunately, evolving a set of diverse patterns typically takes huge execution time, sometimes longer than one month for this case. In this paper, we address this problem by proposing a parallel GP framework using GPGPUs, particularly in the context of big financial data. By maximally exploiting the structure of the nVidia GPGPU platform on stock market time series data, we were able see more than 250-fold reduction in the running time.
ANTONIO	GP		YES	J	Lu, Shufang; Mok, P. Y.; Jin, Xiaogang	From design methodology to evolutionary design: An interactive creation of marble-like textile patterns	ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE	2014	In this paper, by the integration of design methodology theories with evolutionary computation, a new design system is developed to evolve preferred designs on complex marbling patterns using interactive 'perceptual selection'. The system is formulated in a way to assist the productive-deductive-inductive design reasoning process of the users. Therefore, complex mathematical functions do not cognitively overload the designers, who are released for more critical tasks of aesthetic assessment and new design rules induction. With the implementation on a graphics-processing unit (GPU), real-time complex marbling patterns can be created by the system. The system encourages creativity in the design process and accelerates new design generation. In addition, the resulting patterns fulfil the textile industry requirements of repeat and can be output as vector images. (c) 2014 Elsevier Ltd. All rights reserved.
ANTONIO	GP		YES	S	Langdon, William B.; Modat, Marc; Petke, Justyna; Harman, Mark	Improving 3D Medical Image Registration CUDA Software with Genetic Programming	GECCO'14: PROCEEDINGS OF THE 2014 GENETIC AND EVOLUTIONARY COMPUTATION CONFERENCE	2014	Genetic Improvement (GI) is shown to optimise, in some cases by more than 35%, a critical component of healthcare industry software across a diverse range of six nVidia graphics processing units (GPUs). GP and other search based software engineering techniques can automatically optimise the current rate limiting CUDA parallel function in the Nifty Reg open source C++ project used to align or register high resolution nuclear magnetic resonance NMRI and other diagnostic NIfTI images. Future Neurosurgery techniques will require hardware acceleration, such as GPGPU, to enable real time comparison of three dimensional in theatre images with earlier patient images and reference data. With millimetre resolution brain scan measurements comprising more than ten million voxels the modified kernel can process in excess of 3 billion active voxels per second.
ANTONIO	GP		YES	S	Hidalgo, J. Ignacio; Colmenar, J. Manuel; Risco-Martin, Jose L.; Sanchez-Lacruz, Carlos; Lanchares, Juan; Garnica, Oscar	Solving GA-Hard Problems with EMMRS and GPGPUs	GECCO'14: PROCEEDINGS OF THE 2014 GENETIC AND EVOLUTIONARY COMPUTATION CONFERENCE	2014	Different techniques have been proposed to tackle GA-Hard problems. Some techniques work with different encodings and representations, other use reordering operators and several, such as the Evolutionary Mapping Method (EMM), apply genotype-phenotype mappings. EMM uses multiple chromosomes in a single cell for mating with another cell within a single population. Although EMM gave good results, it fails on solving some deceptive problems. In this line, EMMRS (EMM with Replacement and Shift) adds a new operator, consisting on doing a replacement and a shift of some of the bits within the chromosome. Results showed the efficiency of the proposal on deceptive problems. However, EMMRS was not tested with other kind of hard problems. In this paper we have adapted EMMRS for solving the Traveling Salesman Problem (TSP). The encodings and genetic operators for solving the TSP are quite different to those applied on deceptive problems. In addition, execution times recommended the parallelization of the GA. We implemented a GPU parallel version. We present here some preliminary results proving that Evolutionary Mapping Method with Replacement and Shift gives good results not only in terms of quality but also in terms of speedup on its GPU parallel version for some instances of the TSP problem.
ANTONIO	GP		YES	S	Langdon, William B.	Genetic Improvement of Programs	16TH INTERNATIONAL SYMPOSIUM ON SYMBOLIC AND NUMERIC ALGORITHMS FOR SCIENTIFIC COMPUTING (SYNASC 2014)	2014	Genetic programming can optimise software, including: evolving test benchmarks, generating hyper-heuristics by searching meta-heuristics, generating communication protocols, composing telephony systems and web services, generating improved hashing and C++ heap managers, redundant programming and even automatic bug fixing. Particularly in embedded real-time or mobile systems, there may be many ways to trade off expenses (such as time, memory, energy, power consumption) vs. functionality. Human programmers cannot try them all. Also the best multi-objective Pareto trade off may change with time, underlying hardware and network connection or user behaviour. It may be GP can automatically suggest different trade offs for each new market. Recent results include substantial speed up by evolving a new version of a program customised for a special case.
MARIBEL	GP		YES	J	Romero-Vivas, Eduardo; Von Borstel, Fernando D.; Villa-Medina, Isaac	Analysis of Genetic Expression with Microarrays using GPU Implemented Algorithms	Computación y Sistemas	2013	DNA microarrays are used to simultaneously analyze the expression level of thousands of genes under multiple conditions; however, massive amount of data is generated making its analysis a challenge and an ideal candidate for massive parallel processing. Among the available technologies, the use of General Purpose computation on Graphics Processing Units (GPGPU) is an efficient cost-effective alternative, compared to a Central Processing Unit (CPU). This paper presents an implementation of algorithms using Compute Unified Device Architecture (CUDA) to determine statistical significance in the evaluation of gene expression levels for a microarray hybridization experiment designed and carried out at the Centro de Investigaciones Biológicas del Noroeste S.C. (CIBNOR). The obtained results are compared to traditional implementations.
MARIBEL	GP		NO	J	Vitola, Jaime; Sanabria, Adriana; Pedraza, Cesar; Sepulveda, Johanna	Parallel algorithm for evolvable-based boolean synthesis on GPUs	ANALOG INTEGRATED CIRCUITS AND SIGNAL PROCESSING	2013	The use of evolutionary algorithms in the boolean synthesis is an attractive alternative to generate interesting and efficient hardware structures, with a high computational load. This paper presents the implementation of a parallel genetic programming (PGP) for boolean synthesis on a GPU-CPU based platform. Our implementation uses the island model, that allows the parallel and independent evolution of the PGP through the multiple processing units of the GPU and the multiple cores of a new generation desktop processors. We tested multiple mapping alternatives of the PGP on the platform in order to optimize the PGP response time. As a result we show that our approach achieves a speedup up to 41 compared to CPU implementation.
MARIBEL	GP		YES	S	Wu, Chih-Hung; Chiang, Chin-Yuan; Chen, Yi-Han	Parallelism of Evolutionary Design of Image Filters for Evolvable Hardware Using GPU	2013 14TH ACIS INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING, ARTIFICIAL INTELLIGENCE, NETWORKING AND PARALLEL/DISTRIBUTED COMPUTING (SNPD 2013)	2013	Evolvable Hardware (EHW) is a combination of evolutionary algorithm and reconfigurable hardware devices. Due to its flexible and adaptive ability, EHW-based solutions receive a lot of attention in industrial applications. One of the obstacles to realize an EHW-based method is its very long training time. This study deals with the parallelism of EHW-based design of image filters using graphic processing units (GPUs). The design process is analyzed and decomposed into some smaller processes that can run in parallel. Pixel-based data for training and verifying EHW solutions are partitioned according to the architecture of GPU. Several strategies for deploying parallel processes are developed and implemented. With the proposed method, significant improvements on the efficiency of training EHW models are gained. Using a GPU with 240 cores, a speedup of 64 times is obtained. This paper evaluates and compares the performance of the proposed method with other ones.
MARIBEL	GP		YES	J	Augusto, Douglas A.; Barbosa, Helio J. C.	Accelerated parallel genetic programming tree evaluation with OpenCL	JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING	2013	"Inspired by the process of natural selection, genetic programming (GP) aims at automatically building arbitrarily complex computer programs. Being classified as an ""embarrassingly"" parallel technique, GP can theoretically scale up to tackle very diverse problems by increasingly adding computational power to its arsenal. With today's availability of many powerful parallel architectures, a challenge is to take advantage of all those heterogeneous compute devices in a portable and uniform way. This work proposes both (i) a transcription of existing GP parallelization strategies into the OpenCL programming platform; and (ii) a freely available implementation to evaluate its suitability for GP, by assessing the performance of parallel strategies on the CPU and CPU processors from different vendors. Benchmarks on the symbolic regression and data classification domains were performed. On the CPU we could achieve 13 billion node evaluations per second, delivering almost 10 times the throughput of a twelve-core CPU. (C) 2012 Elsevier Inc. All rights reserved."
PEDRO	GP		NO	J	Chitty, Darren M.	Fast parallel genetic programming: multi-core CPU versus many-core GPU	SOFT COMPUTING	2012	Genetic Programming (GP) is a computationally intensive technique which is also highly parallel in nature. In recent years, significant performance improvements have been achieved over a standard GP CPU-based approach by harnessing the parallel computational power of many-core graphics cards which have hundreds of processing cores. This enables both fitness cases and candidate solutions to be evaluated in parallel. However, this paper will demonstrate that by fully exploiting a multi-core CPU, similar performance gains can also be achieved. This paper will present a new GP model which demonstrates greater efficiency whilst also exploiting the cache memory. Furthermore, the model presented in this paper will utilise Streaming SIMD Extensions to gain further performance improvements. A parallel version of the GP model is also presented which optimises multiple thread execution and cache memory. The results presented will demonstrate that a multi-core CPU implementation of GP can yield performance levels that match and exceed those of the latest graphics card implementations of GP. Indeed, a performance gain of up to 420-fold over standard GP is demonstrated and a threefold gain over a graphics card implementation.
PEDRO	GP		YES	J	Cano, Alberto; Zafra, Amelia; Ventura, Sebastian	Speeding up the evaluation phase of GP classification algorithms on GPUs	SOFT COMPUTING	2012	The efficiency of evolutionary algorithms has become a studied problem since it is one of the major weaknesses in these algorithms. Specifically, when these algorithms are employed for the classification task, the computational time required by them grows excessively as the problem complexity increases. This paper proposes an efficient scalable and massively parallel evaluation model using the NVIDIA CUDA GPU programming model to speed up the fitness calculation phase and greatly reduce the computational time. Experimental results show that our model significantly reduces the computational time compared to the sequential approach, reaching a speedup of up to 820x. Moreover, the model is able to scale to multiple GPU devices and can be easily extended to any evolutionary algorithm.
PEDRO	GP		YES	J	McKenney, Dave; White, Tony	Stock trading strategy creation using GP on GPU	SOFT COMPUTING	2012	This paper investigates the speed improvements available when using a graphics processing unit (GPU) for evaluation of individuals in a genetic programming (GP) environment. An existing GP system is modified to enable parallel evaluation of individuals on a GPU device. Several issues related to implementing GP on GPU are discussed, including how to perform tree-based GP on a device without recursion support, as well as the effect that proper memory layout can have on speed increases when using CUDA-enabled nVidia GPU devices. The specific GP implementation is designed to evolve stock trading strategies using technical analysis indicators. The second goal of this research is to investigate the possible improvement in performance when training individuals on a larger number of stocks and training days. This increased training size (nearly 100,000 training points) is enabled due to the speedups realized by GPU evaluation. Several different scenarios were used to test various speed optimizations of GP evaluation on the GPU device, with a peak speedup factor of over 600 (when compared to sequential evaluation on a 2.4 GHz CPU). Also, it is found that increasing the number of stocks and the length of the training period can result in higher out-of-training testing profitability.
PEDRO	GP		NO	S	Shao, Shuai; Liu, Xiyang; Zhou, Mingyuan; Zhan, Jiguo; Liu, Xin; Chu, Yanli; Chen, Hao	A GPU-based Implementation of an Enhanced GEP Algorithm	PROCEEDINGS OF THE FOURTEENTH INTERNATIONAL CONFERENCE ON GENETIC AND EVOLUTIONARY COMPUTATION CONFERENCE	2012	Gene expression programming (GEP) is a functional genotype/phenotype system. The separation scheme increases the efficiency and reliability of GEP. However, the computational cost increases considerably with the expansion of the scale of problems. In this paper, we introduce a GPU-accelerated hybrid variant of GEP named pGEP (parallel GEP). In order to find the optimal constant coefficients locally on the fixed function structure, the Method of Least Square (MLS) has been embedded into the GEP evolutionary process. We tested pGEP using a broad problem set with a varying number of instances. In the performance experiment, the GPU-based GEP, when compared with the traditional GEP version, increased speeds by approximately 250 times. We compared pGEP with other well-known constant creation methods in terms of accuracy, demonstrating MLS performs at several orders of magnitude higher in terms of both the best residuals and average residuals.
GUSTAVO	GP		yes	J	Langdon, W. B.	Graphics processing units and genetic programming: an overview	SOFT COMPUTING	2011	A top end graphics card (GPU) plus a suitable SIMD interpreter can deliver a several hundred fold speed up, yet cost less than the computer holding it. We give highlights of AI and computational intelligence applications in the new field of general purpose computing on graphics hardware (GPGPU). In particular, we surveyed genetic programming (GP) use with GPU. We gave several applications from Bioinformatics and showed that how the fastest GP is based on an interpreter rather than compilation. Finally using GP to generate GPU CUDA kernel C++ code is sketched.
GUSTAVO	GP		yes	J	Wilson, Garnett; Banzhaf, Wolfgang	Deployment of parallel linear genetic programming using GPUs on PC and video game console platforms	GENETIC PROGRAMMING AND EVOLVABLE MACHINES	2010	"We present a general method for deploying parallel linear genetic programming (LGP) to the PC and Xbox 360 video game console by using a publicly available common framework for the devices called XNA (for ""XNA's Not Acronymed""). By constructing the LGP within this framework, we effectively produce an LGP ""game"" for PC and XBox 360 that displays results as they evolve. We use the GPU of each device to parallelize fitness evaluation and the mutation operator of the LGP algorithm, thus providing a general LGP implementation suitable for parallel computation on heterogeneous devices. While parallel GP implementations on PCs are now common, both the implementation of GP on a video game console using GPU and the construction of a GP around a framework for heterogeneous devices are novel contributions. The objective of this work is to describe how to implement the parallel execution of LGP in order to use the underlying hardware (especially GPU) on the different platforms while still maintaining loyalty to the general methodology of the LGP algorithm built for the common framework. We discuss the implementation of texture-based data structures and the sequential and parallel algorithms built for their use on both CPU and GPU. Following the description of the general algorithm, the particular tailoring of the implementations for each hardware platform is described. Sequential (CPU) and parallel (GPU-based) algorithm performance is compared on both PC and video game platforms using the metrics of GP operations per second, actual time elapsed, speedup of parallel over sequential implementation, and percentage of execution time used by the GPU versus CPU."
GUSTAVO	GP		no	J	Whigham, Peter A.; Dick, Grant	Implicitly Controlling Bloat in Genetic Programming	IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION	2010	During the evolution of solutions using genetic programming (GP) there is generally an increase in average tree size without a corresponding increase in fitness-a phenomenon commonly referred to as bloat. Although previously studied from theoretical and practical viewpoints there has been little progress in deriving controls for bloat which do not explicitly refer to tree size. Here, the use of spatial population structure in combination with local elitist replacement is shown to reduce bloat without a subsequent loss of performance. Theoretical concepts regarding inbreeding and the role of elitism are used to support the described approach. The proposed system behavior is confirmed via extensive computer simulations on benchmark problems. The main practical result is that by placing a population on a torus, with selection defined by a Moore neighborhood and local elitist replacement, bloat can be substantially reduced without compromising performance.
GUSTAVO	GP		yes	S	Ebner, Marc	Towards Automated Learning of Object Detectors	APPLICATIONS OF EVOLUTIONARY COMPUTATION, PT I, PROCEEDINGS	2010	Recognizing arbitrary objects in images or video sequences is a difficult task for a computer vision system. We work towards automated learning of object detectors from video sequences (without user interaction). Our system uses object motion as an important cue to detect independently moving objects in the input sequence. The largest object is always taken as the teaching input, i.e. the object to be extracted. We use Cartesian Genetic Programming to evolve image processing routines which deliver the maximum output at the same position where the detected object is located. The graphics processor (GPU) is used to speed up the image processing. Our system is a step towards automated learning of object detectors.
GUSTAVO	GP		no	S	Langdon, W. B.	A Many Threaded CUDA Interpreter for Genetic Programming	GENETIC PROGRAMMING, PROCEEDINGS	2010	A Single Instruction Multiple Thread CUDA interpreter provides SIMD like parallel evaluation of the whole GP population of million reverse polish notation (RPN) expressions on graphics cards and nVidia Tesla. Using sub-machine code tree GP a sustain peak performance of 665 billion GP operations per second (10,000 speed up) and an average of 22 peta GP ops per day is reported for a single GPU card on a Boolean induction benchmark never attempted before, let alone solved.
GUSTAVO	GP		no	S	Maitre, Ogier; Lachiche, Nicolas; Collet, Pierre	Fast Evaluation of GP Trees on GPGPU by Optimizing Hardware Scheduling	GENETIC PROGRAMMING, PROCEEDINGS	2010	This paper shows that it is possible to use General Purpose Graphic Processing Unit cards for a. fast evaluation of different Genetic Programming trees on as few as 32 fitness cases by using the hardware scheduling of NVIDIA cards. Depending on the function set, observed speedup ranges between x50 and x250 on one half of an NVidia GTX295 GPGPU card, vs a single core of an Intel Quad core Q8200.
PABLO	GP	ML	YES	S	Cano, Alberto; Zafra, Amelia; Ventura, Sebastian	Solving Classification Problems Using Genetic Programming Algorithms on GPUs	HYBRID ARTIFICIAL INTELLIGENCE SYSTEMS, PT 2	2010	Genetic Programming is very efficient in problem solving compared to other proposals but its performance is very slow when the size of the data increases. This paper proposes a model for multi-threaded Genetic Programming classification evaluation using a NVIDIA CUDA GPUs programming model to parallelize the evaluation phase and reduce computational time. Three different well-known Genetic Programming classification algorithms are evaluated using the parallel evaluation model proposed. Experimental results using UCI Machine Learning data sets compare the performance of the three classification algorithms in single and multithreaded Java, C and CUDA GPU code. Results show that our proposal is much more efficient.
